"Phase","Week","Week_num","WeekStartDate","WeekEndDate","Stratum","NumOfSites","NumOfTows","RawCatch","TotalRawSampleVolume","AdjCatch","TotalEffSampleVolume","StratumVolume","nHat","nVar","nSE","lowCI","uppCI","SpatialCoverage"
"19_1","Week.16",16,2019-03-18,2019-03-21,"Southern Delta",6,21,0,85829.0109369,0,61987.6190099833,136731814,0,NA,NA,NA,NA,""
"19_1","Week.16",16,2019-03-18,2019-03-21,"Total",38,147,0,606983.9874868,0,438377.324296022,NA,0,0,NA,NA,NA,"Full"
"19_1","Week.17",17,2019-03-25,2019-03-28,"Western Delta",3,12,0,63472.25453184,0,45841.07271744,190166275,0,NA,NA,NA,NA,""
"19_1","Week.17",17,2019-03-25,2019-03-28,"Suisun Bay",6,21,0,99548.44277994,0,71896.09756329,285840678,0,NA,NA,NA,NA,""
"19_1","Week.17",17,2019-03-25,2019-03-28,"Suisun Marsh",3,12,0,56794.84880454,0,41018.50191439,76278718,0,NA,NA,NA,NA,""
"19_1","Week.17",17,2019-03-25,2019-03-28,"Lower Sacramento",6,24,0,97714.22025288,0,70571.3812937467,88162170,0,NA,NA,NA,NA,""
"19_1","Week.17",17,2019-03-25,2019-03-28,"Cache Slough LI",3,12,0,45941.83195602,0,33180.2119682367,33420492,0,NA,NA,NA,NA,""
"19_1","Week.17",17,2019-03-25,2019-03-28,"Sac DW Ship Channel",3,12,0,49011.78735222,0,35397.4019766033,30411491,0,NA,NA,NA,NA,""
"19_1","Week.17",17,2019-03-25,2019-03-28,"Lower San Joaquin",6,24,0,92545.50720492,0,66838.42187022,122096565,0,NA,NA,NA,NA,""
"19_1","Week.17",17,2019-03-25,2019-03-28,"Southern Delta",6,24,0,86315.17145482,0,62338.7349395922,136731814,0,NA,NA,NA,NA,""
"19_1","Week.17",17,2019-03-25,2019-03-28,"Total",36,141,0,591344.06433718,0,427081.824243519,NA,0,0,NA,NA,NA,"Full"
"19_2","Week.1",1,2019-06-03,2019-06-07,"Suisun Bay",7,14,0,13432.65205513,0,13432.65205513,531809657,0,0,NA,NA,NA,""
"19_2","Week.1",1,2019-06-03,2019-06-07,"Suisun Marsh",5,10,0,13574.55412544,0,13574.55412544,106744669,0,0,NA,NA,NA,""
"19_2","Week.1",1,2019-06-03,2019-06-07,"Lower Sacramento",5,10,0,9236.45729083,0,9236.45729083,171562419,0,0,NA,NA,NA,""
"19_2","Week.1",1,2019-06-03,2019-06-07,"Cache Slough LI",5,10,0,9058.35943936,0,9058.35943936,52180503,0,0,NA,NA,NA,""
"19_2","Week.1",1,2019-06-03,2019-06-07,"Sac DW Ship Channel",10,20,1,18688.46613942,1,18688.46613942,64336104,3442.55668282452,11804861.2928929,3435.8203231387,478,12430,""
"19_2","Week.1",1,2019-06-03,2019-06-07,"Lower San Joaquin",5,10,0,10067.62117592,0,10067.62117592,232126861,0,0,NA,NA,NA,""
"19_2","Week.1",1,2019-06-03,2019-06-07,"Total",37,74,1,74058.1102261,1,74058.1102261,NA,3442.55668282452,11804861.2928929,3435.8203231387,478,12430,"Full"
"19_2","Week.2",2,2019-06-10,2019-06-14,"Suisun Bay",4,8,0,7674.60121813,0,7674.60121813,531809657,0,0,NA,NA,NA,""
"19_2","Week.2",2,2019-06-10,2019-06-14,"Suisun Marsh",5,10,0,9608.64081639,0,9608.64081639,106744669,0,0,NA,NA,NA,""
"19_2","Week.2",2,2019-06-10,2019-06-14,"Lower Sacramento",2,3,0,2902.39847898,0,2902.39847898,171562419,0,0,NA,NA,NA,""
"19_2","Week.2",2,2019-06-10,2019-06-14,"Cache Slough LI",5,10,0,9629.37629192,0,9629.37629192,52180503,0,0,NA,NA,NA,""
"19_2","Week.2",2,2019-06-10,2019-06-14,"Sac DW Ship Channel",5,10,0,9479.8860926,0,9479.8860926,64336104,0,0,NA,NA,NA,""
"19_2","Week.2",2,2019-06-10,2019-06-14,"Lower San Joaquin",5,10,0,9607.99156471,0,9607.99156471,232126861,0,0,NA,NA,NA,""
"19_2","Week.2",2,2019-06-10,2019-06-14,"Total",26,51,0,48902.89446273,0,48902.89446273,NA,0,0,NA,NA,NA,"Full"
"19_2","Week.3",3,2019-06-17,2019-06-21,"Suisun Bay",4,8,2,7751.01002522,2,7751.01002522,531809657,137223.318062966,19096950999.9835,138191.718275675,18755,498483,""
"19_2","Week.3",3,2019-06-17,2019-06-21,"Suisun Marsh",2,4,0,3859.43603353,0,3859.43603353,106744669,0,0,NA,NA,NA,""
"19_2","Week.3",3,2019-06-17,2019-06-21,"Lower Sacramento",5,10,0,9503.74609184,0,9503.74609184,171562419,0,0,NA,NA,NA,""
"19_2","Week.3",3,2019-06-17,2019-06-21,"Cache Slough LI",5,10,0,8844.8367931,0,8844.8367931,52180503,0,0,NA,NA,NA,""
"19_2","Week.3",3,2019-06-17,2019-06-21,"Sac DW Ship Channel",10,20,4,19623.95665384,4,19623.95665384,64336104,13113.7884443728,35995014.7910759,5999.58455153987,5074,28024,""
"19_2","Week.3",3,2019-06-17,2019-06-21,"Lower San Joaquin",5,10,0,9411.06541452,0,9411.06541452,232126861,0,0,NA,NA,NA,""
"19_2","Week.3",3,2019-06-17,2019-06-21,"Total",31,62,6,58994.05101205,6,58994.05101205,NA,150337.106507339,19132946014.7745,138321.892753008,23838,513453,"Full"
"19_2","Week.4",4,2019-06-24,2019-06-27,"Suisun Bay",7,14,0,12636.30429138,0,12636.30429138,531809657,0,0,NA,NA,NA,""
"19_2","Week.4",4,2019-06-24,2019-06-27,"Suisun Marsh",5,10,0,9731.26822745,0,9731.26822745,106744669,0,0,NA,NA,NA,""
"19_2","Week.4",4,2019-06-24,2019-06-27,"Lower Sacramento",5,10,0,9293.14507814,0,9293.14507814,171562419,0,0,NA,NA,NA,""
"19_2","Week.4",4,2019-06-24,2019-06-27,"Cache Slough LI",5,10,0,9336.88841008,0,9336.88841008,52180503,0,0,NA,NA,NA,""
"19_2","Week.4",4,2019-06-24,2019-06-27,"Sac DW Ship Channel",7,14,0,13216.20777631,0,13216.20777631,64336104,0,0,NA,NA,NA,""
"19_2","Week.4",4,2019-06-24,2019-06-27,"Lower San Joaquin",5,10,0,9538.15643088,0,9538.15643088,232126861,0,0,NA,NA,NA,""
"19_2","Week.4",4,2019-06-24,2019-06-27,"Total",34,68,0,63751.97021424,0,63751.97021424,NA,0,0,NA,NA,NA,"Full"
"19_3","Week.1",1,2019-07-01,2019-07-05,"Western Delta",4,16,0,68791.26396912,0,49682.5795332533,190166275,0,NA,NA,NA,NA,""
"19_3","Week.1",1,2019-07-01,2019-07-05,"Suisun Bay",6,22,1,91066.46941854,1,65770.22791339,285840678,5622.4011483839,99560401.0549116,9977.99584360064,266,28597,""
"19_3","Week.1",1,2019-07-01,2019-07-05,"Suisun Marsh",5,20,2,72592.81905414,2,52428.1470946567,76278718,3030.67799774136,15500344.3009377,3937.04766302591,263,12978,""
"19_3","Week.1",1,2019-07-01,2019-07-05,"Lower Sacramento",7,28,0,108540.61509522,0,78390.4442354367,88162170,0,NA,NA,NA,NA,""
"19_3","Week.1",1,2019-07-01,2019-07-05,"Cache Slough LI",6,22,0,74497.8089394,0,53803.9731229,33420492,0,NA,NA,NA,NA,""
"19_3","Week.1",1,2019-07-01,2019-07-05,"Sac DW Ship Channel",6,16,58,65884.74747162,58,47583.4287295033,30411491,55963.3247434945,705026298.369756,26552.331317038,20906,122281,""
"19_3","Week.1",1,2019-07-01,2019-07-05,"Lower San Joaquin",3,12,0,56979.85489812,0,41152.11742642,122096565,0,NA,NA,NA,NA,""
"19_3","Week.1",1,2019-07-01,2019-07-05,"Total",37,136,61,538353.57884616,61,388810.91805556,NA,64616.4038896198,820087043.725606,28637.161935597,25760,135476,"Full"
"19_3","Week.2",2,2019-07-08,2019-07-11,"Western Delta",5,20,0,84798.50340654,0,61243.36357139,190166275,0,NA,NA,NA,NA,""
"19_3","Week.2",2,2019-07-08,2019-07-11,"Suisun Bay",6,22,1,84539.36008056,1,61056.2045026267,285840678,5146.53997359001,89403034.6318058,9455.31779644692,227,26616,""
"19_3","Week.2",2,2019-07-08,2019-07-11,"Suisun Marsh",6,24,1,81274.96294302,1,58698.5843477367,76278718,1299.7098632768,1689754.77096663,1299.90567771921,180,4699,""
"19_3","Week.2",2,2019-07-08,2019-07-11,"Lower Sacramento",6,24,0,97590.32121146,0,70481.8986527211,88162170,0,NA,NA,NA,NA,""
"19_3","Week.2",2,2019-07-08,2019-07-11,"Cache Slough LI",6,21,1,76966.2417909,1,55586.7301823167,33420492,602.541114647635,362631.851179599,602.189215429502,83,2178,""
"19_3","Week.2",2,2019-07-08,2019-07-11,"Sac DW Ship Channel",6,18,11,68782.38996706,11,49676.1705317656,30411491,8764.45946764505,49599387.424828,7042.68325461453,1713,27248,""
"19_3","Week.2",2,2019-07-08,2019-07-11,"Lower San Joaquin",3,12,0,48180.32705794,0,34796.9028751789,122096565,0,NA,NA,NA,NA,""
"19_3","Week.2",2,2019-07-08,2019-07-11,"Total",38,141,14,542132.10645748,14,391539.854663736,NA,15813.2504191595,141054808.67878,11876.6497245132,3409,46901,"Full"
"19_3","Week.3",3,2019-07-15,2019-07-19,"Western Delta",5,20,0,83894.36615868,0,60590.3755590467,190166275,0,NA,NA,NA,NA,""
"19_3","Week.3",3,2019-07-15,2019-07-19,"Suisun Bay",6,18,2,72722.4468817,2,52521.7671923389,285840678,10885.3272255284,59277913.884673,7699.21514731684,2550,30966,""
"19_3","Week.3",3,2019-07-15,2019-07-19,"Suisun Marsh",6,24,0,95609.95847326,0,69051.6366751322,76278718,0,NA,NA,NA,NA,""
"19_3","Week.3",3,2019-07-15,2019-07-19,"Lower Sacramento",7,26,3,111219.66508422,3,80325.3136719367,88162170,3173.67577386016,6164199.63272628,2482.78062517136,645,9684,""
"19_3","Week.3",3,2019-07-15,2019-07-19,"Cache Slough LI",6,24,0,78360.02176002,0,56593.3490489033,33420492,0,NA,NA,NA,NA,""
"19_3","Week.3",3,2019-07-15,2019-07-19,"Sac DW Ship Channel",6,24,1,83111.88136944,1,60025.2476557067,30411491,506.65297848348,256794.67058255,506.749119962285,70,1832,""
"19_3","Week.3",3,2019-07-15,2019-07-19,"Lower San Joaquin",3,11,0,34440.45131142,0,24873.65928047,122096565,0,NA,NA,NA,NA,""
"19_3","Week.3",3,2019-07-15,2019-07-19,"Total",39,147,6,559358.79103874,6,403981.349083534,NA,14565.655977872,65698908.1879819,8105.48630175771,4599,35226,"Full"
"19_3","Week.4",4,2019-07-22,2019-07-25,"Western Delta",4,16,0,65202.68493354,0,47090.8280075567,190166275,0,NA,NA,NA,NA,""
"19_3","Week.4",4,2019-07-22,2019-07-25,"Suisun Bay",6,24,0,112978.4024292,0,81595.5128655333,285840678,0,NA,NA,NA,NA,""
"19_3","Week.4",4,2019-07-22,2019-07-25,"Suisun Marsh",6,24,0,92740.28593368,0,66979.0953965467,76278718,0,NA,NA,NA,NA,""
"19_3","Week.4",4,2019-07-22,2019-07-25,"Lower Sacramento",7,26,1,92322.42153288,1,66677.3044404133,88162170,1421.71719748161,7285198.39417641,2699.11066727106,59,7466,""
"19_3","Week.4",4,2019-07-22,2019-07-25,"Cache Slough LI",6,24,0,86612.5066884,0,62553.4770527333,33420492,0,NA,NA,NA,NA,""
"19_3","Week.4",4,2019-07-22,2019-07-25,"Sac DW Ship Channel",6,20,11,76246.09967436,11,55066.6275425933,30411491,9637.74782062089,58143615.2885806,7625.1960819759,1927,29641,""
"19_3","Week.4",4,2019-07-22,2019-07-25,"Lower San Joaquin",5,20,0,76642.05989286,0,55352.59881151,122096565,0,NA,NA,NA,NA,""
"19_3","Week.4",4,2019-07-22,2019-07-25,"Total",40,154,12,602744.46108492,12,435315.444116887,NA,11059.4650181025,65428813.682757,8088.80792717672,2475,32202,"Full"
"19_3","Week.5",5,2019-07-29,2019-08-02,"Western Delta",4,16,0,66090.30979782,0,47731.8904095367,190166275,0,NA,NA,NA,NA,""
"19_3","Week.5",5,2019-07-29,2019-08-02,"Suisun Bay",7,24,3,110449.64882952,3,79769.19082132,285840678,12844.2229403293,133724524.73495,11563.9320620172,2108,43215,""
"19_3","Week.5",5,2019-07-29,2019-08-02,"Suisun Marsh",6,21,1,81033.00597546,1,58523.8376489433,76278718,1303.8159260014,1703707.54629149,1305.26148579183,180,4717,""
"19_3","Week.5",5,2019-07-29,2019-08-02,"Lower Sacramento",6,24,0,103776.62393868,0,74949.7839557133,88162170,0,NA,NA,NA,NA,""
"19_3","Week.5",5,2019-07-29,2019-08-02,"Cache Slough LI",7,22,0,70426.32693096,0,50863.4583390267,33420492,0,NA,NA,NA,NA,""
"19_3","Week.5",5,2019-07-29,2019-08-02,"Sac DW Ship Channel",6,21,7,74436.47722896,7,53759.6779986933,30411491,6768.32398127794,22933339.2041623,4788.87661191665,1585,19259,""
"19_3","Week.5",5,2019-07-29,2019-08-02,"Lower San Joaquin",3,12,0,55159.11186786,0,39837.13634901,122096565,0,NA,NA,NA,NA,""
"19_3","Week.5",5,2019-07-29,2019-08-02,"Total",39,140,11,561371.50456926,11,405434.975522243,NA,20916.3628476087,158361571.485404,12584.1794124768,6030,53274,"Full"
"19_3","Week.6",6,2019-08-05,2019-08-08,"Western Delta",4,16,0,72797.7074055,0,52576.1220150833,190166275,0,NA,NA,NA,NA,""
"19_3","Week.6",6,2019-08-05,2019-08-08,"Suisun Bay",6,24,0,100293.52196556,0,72434.21030846,285840678,0,NA,NA,NA,NA,""
"19_3","Week.6",6,2019-08-05,2019-08-08,"Suisun Marsh",6,22,1,96778.74317496,1,69895.7589596933,76278718,1099.47865927732,1983074.28499743,1408.21670384832,98,4668,""
"19_3","Week.6",6,2019-08-05,2019-08-08,"Lower Sacramento",6,24,0,90897.63872112,0,65648.29463192,88162170,0,NA,NA,NA,NA,""
"19_3","Week.6",6,2019-08-05,2019-08-08,"Cache Slough LI",6,24,0,80625.25119726,0,58229.34808691,33420492,0,NA,NA,NA,NA,""
"19_3","Week.6",6,2019-08-05,2019-08-08,"Sac DW Ship Channel",6,23,1,92649.29933028,1,66913.3828496467,30411491,454.694724416735,206694.215999181,454.636355782488,63,1644,""
"19_3","Week.6",6,2019-08-05,2019-08-08,"Lower San Joaquin",3,12,0,46803.17180154,0,33802.2907455567,122096565,0,NA,NA,NA,NA,""
"19_3","Week.6",6,2019-08-05,2019-08-08,"Total",37,145,2,580845.33359622,2,419499.40759727,NA,1554.17338369405,2189768.50099661,1479.78664036293,233,5434,"Full"
"19_3","Week.7",7,2019-08-12,2019-08-16,"Western Delta",4,16,0,65474.29679406,0,47286.9921290433,190166275,0,NA,NA,NA,NA,""
"19_3","Week.7",7,2019-08-12,2019-08-16,"Suisun Bay",6,22,1,96039.05578806,1,69361.5402913767,285840678,4121.48823124389,17009122.8659718,4124.21178723545,569,14908,""
"19_3","Week.7",7,2019-08-12,2019-08-16,"Suisun Marsh",6,24,1,98110.5174588,1,70857.5959424667,76278718,1077.65348972208,1160566.87679371,1077.2960952281,149,3895,""
"19_3","Week.7",7,2019-08-12,2019-08-16,"Lower Sacramento",6,24,0,97042.2673374,0,70086.0819659,88162170,0,NA,NA,NA,NA,""
"19_3","Week.7",7,2019-08-12,2019-08-16,"Cache Slough LI",6,24,0,90779.13147842,0,65562.7060677478,33420492,0,NA,NA,NA,NA,""
"19_3","Week.7",7,2019-08-12,2019-08-16,"Sac DW Ship Channel",6,22,4,94218.64974522,4,68046.80259377,30411491,3738.94907328859,28215201.1906165,5311.79830101035,274,16886,""
"19_3","Week.7",7,2019-08-12,2019-08-16,"Lower San Joaquin",3,12,0,43776.68778252,0,31616.49673182,122096565,0,NA,NA,NA,NA,""
"19_3","Week.7",7,2019-08-12,2019-08-16,"Total",37,144,6,585440.60638448,6,422818.215722124,NA,8938.09079425456,46384890.933382,6810.64541239537,1888,26778,"Full"
"19_3","Week.8",8,2019-08-19,2019-08-22,"Western Delta",5,20,0,91025.3569533,0,65740.5355773833,190166275,0,NA,NA,NA,NA,""
"19_3","Week.8",8,2019-08-19,2019-08-22,"Suisun Bay",6,24,1,110036.5022526,1,79470.8071824333,285840678,3597.64142481392,12948628.7530023,3598.42031355458,497,13009,""
"19_3","Week.8",8,2019-08-19,2019-08-22,"Suisun Marsh",6,24,0,99682.90076052,0,71993.20610482,76278718,0,NA,NA,NA,NA,""
"19_3","Week.8",8,2019-08-19,2019-08-22,"Lower Sacramento",6,24,0,102677.37097464,0,74155.87903724,88162170,0,NA,NA,NA,NA,""
"19_3","Week.8",8,2019-08-19,2019-08-22,"Cache Slough LI",6,22,0,84369.8554083,0,60933.78446155,33420492,0,NA,NA,NA,NA,""
"19_3","Week.8",8,2019-08-19,2019-08-22,"Sac DW Ship Channel",6,22,1,84549.80669058,1,61063.74927653,30411491,498.722754979736,258188.501077537,508.122525654528,67,1826,""
"19_3","Week.8",8,2019-08-19,2019-08-22,"Lower San Joaquin",3,12,0,44052.34349208,0,31815.5814109467,122096565,0,NA,NA,NA,NA,""
"19_3","Week.8",8,2019-08-19,2019-08-22,"Total",38,148,2,616394.13653202,2,445173.543050903,NA,4096.36417979365,13206817.2540798,3634.11849752864,688,13643,"Full"
"19_3","Week.9",9,2019-08-26,2019-08-29,"Western Delta",4,16,0,70112.59164294,0,50636.8717421233,190166275,0,NA,NA,NA,NA,""
"19_3","Week.9",9,2019-08-26,2019-08-29,"Suisun Bay",7,28,0,114989.0940352,0,83047.6790254222,285840678,0,NA,NA,NA,NA,""
"19_3","Week.9",9,2019-08-26,2019-08-29,"Suisun Marsh",6,24,0,101398.50371574,0,73232.25268359,76278718,0,NA,NA,NA,NA,""
"19_3","Week.9",9,2019-08-26,2019-08-29,"Lower Sacramento",6,24,0,95288.36014544,0,68819.3712161511,88162170,0,NA,NA,NA,NA,""
"19_3","Week.9",9,2019-08-26,2019-08-29,"Cache Slough LI",6,22,0,79990.59155626,0,57770.9827906322,33420492,0,NA,NA,NA,NA,""
"19_3","Week.9",9,2019-08-26,2019-08-29,"Sac DW Ship Channel",7,28,0,110368.09787388,0,79710.2929089133,30411491,0,NA,NA,NA,NA,""
"19_3","Week.9",9,2019-08-26,2019-08-29,"Lower San Joaquin",3,12,0,44428.30912366,0,32087.1121448656,122096565,0,NA,NA,NA,NA,""
"19_3","Week.9",9,2019-08-26,2019-08-29,"Total",39,154,0,616575.54809312,0,445304.562511698,NA,0,0,NA,NA,NA,"Full"
"19_3","Week.10",10,2019-09-03,2019-09-06,"Western Delta",3,12,0,57256.52156994,0,41351.9322449567,190166275,0,NA,NA,NA,NA,""
"19_3","Week.10",10,2019-09-03,2019-09-06,"Suisun Bay",7,28,0,126494.29387056,0,91356.9900176267,285840678,0,NA,NA,NA,NA,""
"19_3","Week.10",10,2019-09-03,2019-09-06,"Suisun Marsh",6,21,0,87392.29557828,0,63116.6579176467,76278718,0,NA,NA,NA,NA,""
"19_3","Week.10",10,2019-09-03,2019-09-06,"Lower Sacramento",6,24,0,95759.35622946,0,69159.53505461,88162170,0,NA,NA,NA,NA,""
"19_3","Week.10",10,2019-09-03,2019-09-06,"Cache Slough LI",6,24,0,92801.2806567,0,67023.14714095,33420492,0,NA,NA,NA,NA,""
"19_3","Week.10",10,2019-09-03,2019-09-06,"Sac DW Ship Channel",6,24,0,93030.76908972,0,67188.88878702,30411491,0,NA,NA,NA,NA,""
"19_3","Week.10",10,2019-09-03,2019-09-06,"Lower San Joaquin",3,12,0,51558.06429774,0,37236.37977059,122096565,0,NA,NA,NA,NA,""
"19_3","Week.10",10,2019-09-03,2019-09-06,"Total",37,145,0,604292.5812924,0,436433.5309334,NA,0,0,NA,NA,NA,"Full"
"19_3","Week.11",11,2019-09-09,2019-09-13,"Western Delta",4,16,0,70866.43250148,0,51181.31236218,190166275,0,NA,NA,NA,NA,""
"19_3","Week.11",11,2019-09-09,2019-09-13,"Suisun Bay",7,28,1,116880.26743624,1,84413.5264817289,285840678,3386.62287214329,11478319.1947597,3387.96682314921,468,12247,""
"19_3","Week.11",11,2019-09-09,2019-09-13,"Suisun Marsh",6,24,0,105389.10874338,0,76114.3563146633,76278718,0,NA,NA,NA,NA,""
"19_3","Week.11",11,2019-09-09,2019-09-13,"Lower Sacramento",6,24,0,104253.12415056,0,75293.9229976267,88162170,0,NA,NA,NA,NA,""
"19_3","Week.11",11,2019-09-09,2019-09-13,"Cache Slough LI",6,22,0,73974.80446356,0,53426.2476681267,33420492,0,NA,NA,NA,NA,""
"19_3","Week.11",11,2019-09-09,2019-09-13,"Sac DW Ship Channel",7,25,2,86583.52577028,2,62532.5463896467,30411491,1622.52199345618,3079197.93668106,1754.76435360451,196,6182,""
"19_3","Week.11",11,2019-09-09,2019-09-13,"Lower San Joaquin",3,12,0,46386.76767956,0,33501.5544352378,122096565,0,NA,NA,NA,NA,""
"19_3","Week.11",11,2019-09-09,2019-09-13,"Total",39,151,3,604334.03074506,3,436463.46664921,NA,5009.14486559947,14557517.1314408,3815.43144761386,1058,15003,"Full"
"19_3","Week.12",12,2019-09-16,2019-09-19,"Western Delta",4,16,0,79558.34902554,0,57458.8076295567,190166275,0,NA,NA,NA,NA,""
"19_3","Week.12",12,2019-09-16,2019-09-19,"Suisun Bay",7,26,2,114777.57826458,2,82894.91763553,285840678,14465.4277478813,285109555.204831,16885.1874495023,1529,57929,""
"19_3","Week.12",12,2019-09-16,2019-09-19,"Suisun Marsh",6,24,0,90287.01751608,0,65207.29042828,76278718,0,NA,NA,NA,NA,""
"19_3","Week.12",12,2019-09-16,2019-09-19,"Lower Sacramento",6,24,0,105124.57361868,0,75923.3031690467,88162170,0,NA,NA,NA,NA,""
"19_3","Week.12",12,2019-09-16,2019-09-19,"Cache Slough LI",6,22,0,85228.83634188,0,61554.1595802467,33420492,0,NA,NA,NA,NA,""
"19_3","Week.12",12,2019-09-16,2019-09-19,"Sac DW Ship Channel",6,24,0,88920.8705154,0,64220.6287055667,30411491,0,NA,NA,NA,NA,""
"19_3","Week.12",12,2019-09-16,2019-09-19,"Lower San Joaquin",3,12,0,51570.19584486,0,37245.14144351,122096565,0,NA,NA,NA,NA,""
"19_3","Week.12",12,2019-09-16,2019-09-19,"Total",38,148,2,615467.42112702,2,444504.248591737,NA,14465.4277478813,285109555.204831,16885.1874495023,1529,57929,"Full"
"19_3","Week.13",13,2019-09-23,2019-09-26,"Western Delta",4,14,0,55746.81792834,0,40261.5907260233,190166275,0,NA,NA,NA,NA,""
"19_3","Week.13",13,2019-09-23,2019-09-26,"Suisun Bay",8,32,0,140213.05173876,0,101264.981811327,285840678,0,NA,NA,NA,NA,""
"19_3","Week.13",13,2019-09-23,2019-09-26,"Suisun Marsh",5,20,0,85007.77259436,0,61394.50242926,76278718,0,NA,NA,NA,NA,""
"19_3","Week.13",13,2019-09-23,2019-09-26,"Lower Sacramento",6,24,0,107202.4380504,0,77423.9830364,88162170,0,NA,NA,NA,NA,""
"19_3","Week.13",13,2019-09-23,2019-09-26,"Cache Slough LI",6,24,0,92694.90496112,0,66946.3202496978,33420492,0,NA,NA,NA,NA,""
"19_3","Week.13",13,2019-09-23,2019-09-26,"Sac DW Ship Channel",6,24,1,93690.9274455,1,67665.66982175,30411491,449.583312163031,202138.699901552,449.598376222104,62,1625,""
"19_3","Week.13",13,2019-09-23,2019-09-26,"Lower San Joaquin",3,12,0,36333.64663698,0,26240.9670155967,122096565,0,NA,NA,NA,NA,""
"19_3","Week.13",13,2019-09-23,2019-09-26,"Total",38,150,1,610889.55935546,1,441198.015090054,NA,449.583312163031,202138.699901552,449.598376222104,62,1625,"Full"
"19_3","Week.14",14,2019-09-30,2019-10-04,"Western Delta",4,16,0,73036.9684737,0,52748.92167545,190166275,0,NA,NA,NA,NA,""
"19_3","Week.14",14,2019-09-30,2019-10-04,"Suisun Bay",7,28,0,122830.2296529,0,88710.7214159833,285840678,0,NA,NA,NA,NA,""
"19_3","Week.14",14,2019-09-30,2019-10-04,"Suisun Marsh",6,24,0,104618.41851384,0,75557.74670444,76278718,0,NA,NA,NA,NA,""
"19_3","Week.14",14,2019-09-30,2019-10-04,"Lower Sacramento",6,24,0,90364.18763526,0,65263.0244032433,88162170,0,NA,NA,NA,NA,""
"19_3","Week.14",14,2019-09-30,2019-10-04,"Cache Slough LI",6,23,0,69452.09629974,0,50159.84732759,33420492,0,NA,NA,NA,NA,""
"19_3","Week.14",14,2019-09-30,2019-10-04,"Sac DW Ship Channel",6,24,0,90255.67768602,0,65184.65610657,30411491,0,NA,NA,NA,NA,""
"19_3","Week.14",14,2019-09-30,2019-10-04,"Lower San Joaquin",3,12,0,44608.82205164,0,32217.4825928511,122096565,0,NA,NA,NA,NA,""
"19_3","Week.14",14,2019-09-30,2019-10-04,"Total",38,151,0,595166.4003131,0,429842.400226128,NA,0,0,NA,NA,NA,"Full"
"19_3","Week.15",15,2019-10-07,2019-10-10,"Western Delta",4,16,0,77258.40988404,0,55797.7404718067,190166275,0,NA,NA,NA,NA,""
"19_3","Week.15",15,2019-10-07,2019-10-10,"Suisun Bay",7,28,0,112373.5100103,0,81158.64611855,285840678,0,NA,NA,NA,NA,""
"19_3","Week.15",15,2019-10-07,2019-10-10,"Suisun Marsh",6,24,0,102752.85615672,0,74210.3961131867,76278718,0,NA,NA,NA,NA,""
"19_3","Week.15",15,2019-10-07,2019-10-10,"Lower Sacramento",8,31,1,110871.22009194,1,80073.65895529,88162170,1101.3552844088,1213484.44460098,1101.58269984645,152,3982,""
"19_3","Week.15",15,2019-10-07,2019-10-10,"Cache Slough LI",6,23,0,75601.55506904,0,54601.1231054178,33420492,0,NA,NA,NA,NA,""
"19_3","Week.15",15,2019-10-07,2019-10-10,"Sac DW Ship Channel",7,28,1,103665.08110266,1,74869.22524081,30411491,888.708940559325,1741392.84100248,1319.61844523426,60,4116,""
"19_3","Week.15",15,2019-10-07,2019-10-10,"Lower San Joaquin",3,12,0,35738.30219498,0,25810.9960297078,122096565,0,NA,NA,NA,NA,""
"19_3","Week.15",15,2019-10-07,2019-10-10,"Total",41,162,2,618260.93450968,2,446521.786034769,NA,1990.06422496813,2954877.28560346,1718.97565009033,349,6506,"Full"
"19_3","Week.16",16,2019-10-15,2019-10-18,"Western Delta",4,16,0,71541.41830374,0,51668.8021082567,190166275,0,NA,NA,NA,NA,""
"19_3","Week.16",16,2019-10-15,2019-10-18,"Suisun Bay",6,23,0,96627.7728108,0,69786.7248078,285840678,0,NA,NA,NA,NA,""
